Identifier,isPresent_4wpi,log2.Ratio_4wpi,pValue_4wpi,fdr_4wpi,isPresent_8wpi,log2.Ratio_8wpi,pValue_8wpi,fdr_8wpi,isPresent_12wpi,log2.Ratio_12wpi,pValue_12wpi,fdr_12wpi,isPresent_14wpi,log2.Ratio_14wpi,pValue_14wpi,fdr_14wpi,isPresent_16wpi,log2.Ratio_16wpi,pValue_16wpi,fdr_16wpi,isPresent_18wpi,log2.Ratio_18wpi,pValue_18wpi,fdr_18wpi,isPresent_20wpi,log2.Ratio_20wpi,pValue_20wpi,fdr_20wpi,isPresent_term,log2.Ratio_term,pValue_term,fdr_term,CellType
1190005F20Rik,TRUE,-0.05571,0.7557,0.9959,TRUE,0.1754,0.1451,0.3613,TRUE,-0.2332,0.09494,0.4469,TRUE,0.1196,0.4042,0.8231,TRUE,0.06226,0.6837,0.8899,TRUE,0.09777,0.6192,0.9825,TRUE,-0.2099,0.1933,0.5895,TRUE,-0.1427,0.4424,0.6791,_NE
1190005I06Rik,TRUE,0.2909,0.4349,0.9959,TRUE,-0.7092,0.007881,0.06571,TRUE,0.5856,0.02392,0.2276,TRUE,-0.2977,0.3412,0.7902,TRUE,-0.9067,0.01624,0.2205,TRUE,0.1595,0.7252,0.986,TRUE,0.5219,0.1622,0.5489,TRUE,0.5658,0.118,0.3027,_NE
1190007F08Rik,TRUE,0.4791,0.0729,0.9959,TRUE,-0.2506,0.1866,0.4158,TRUE,0.1575,0.444,0.7852,TRUE,-0.06236,0.7738,0.95,TRUE,-0.3058,0.236,0.6341,TRUE,0.4866,0.05361,0.5624,TRUE,0.4649,0.0633,0.3657,TRUE,1.133,1.095E-06,1.939E-05,OL
1190007I07Rik,TRUE,0.01455,0.965,0.9991,TRUE,-0.1526,0.5307,0.734,TRUE,0.1973,0.4281,0.7751,TRUE,-0.2091,0.4606,0.8467,TRUE,-0.3101,0.2658,0.6576,TRUE,-0.2368,0.5107,0.9744,TRUE,0.07136,0.8262,0.9528,TRUE,-0.06037,0.8537,0.9353,_NE
1200009I06Rik,TRUE,0.3995,0.4488,0.9959,TRUE,-0.7733,0.02207,0.1239,TRUE,0.12,0.7175,0.9098,TRUE,-0.6077,0.08637,0.6011,TRUE,-0.6557,0.07487,0.4276,TRUE,0.2111,0.6435,0.9825,TRUE,0.6045,0.1785,0.5722,TRUE,1.068,0.002309,0.01538,_NE
1200011I18Rik,TRUE,-0.2252,0.1179,0.9959,TRUE,0.1495,0.1548,0.3746,TRUE,-0.1014,0.2904,0.6791,TRUE,0.0265,0.8306,0.9646,TRUE,0.2156,0.1422,0.5324,TRUE,-0.02301,0.891,0.9957,TRUE,-0.3335,0.02004,0.2072,TRUE,-0.0366,0.8292,0.9239,_NE
1200011M11Rik,TRUE,-0.2368,0.2121,0.9959,TRUE,-0.0247,0.8483,0.9289,TRUE,-0.06385,0.623,0.8727,TRUE,0.2592,0.113,0.6291,TRUE,0.158,0.3584,0.7239,TRUE,-0.1179,0.5682,0.9788,TRUE,-0.2965,0.1155,0.4779,TRUE,-0.05487,0.7853,0.9005,_NE
1200014J11Rik,TRUE,-0.1358,0.4353,0.9959,TRUE,0.1639,0.2,0.4324,TRUE,-0.1082,0.4094,0.7643,TRUE,0.01376,0.9241,0.9865,TRUE,0.1346,0.3962,0.7479,TRUE,-0.01655,0.9289,0.9975,TRUE,-0.1233,0.4742,0.8026,TRUE,-0.01334,0.9411,0.9752,_NE
1200016B10Rik,TRUE,0.0186,0.9466,0.9991,TRUE,0.5222,0.008684,0.07014,TRUE,-0.5028,0.05977,0.3632,TRUE,-0.3681,0.1679,0.6851,TRUE,-0.4483,0.06777,0.4125,TRUE,-0.06716,0.839,0.9927,TRUE,-0.427,0.1113,0.4697,TRUE,-0.1757,0.6783,0.8436,_NE
1300001I01Rik,TRUE,0.006539,0.9649,0.9991,TRUE,-0.2217,0.0568,0.2118,TRUE,0.1568,0.06135,0.367,TRUE,0.07218,0.5189,0.8676,TRUE,-0.02398,0.8393,0.9495,TRUE,-0.1535,0.3599,0.9342,TRUE,0.09537,0.5038,0.8177,TRUE,-0.1174,0.4447,0.6811,_NE
1300002E11Rik,TRUE,-0.1093,0.6876,0.9959,TRUE,0.3489,0.08023,0.2592,TRUE,-0.3825,0.05554,0.3535,TRUE,-0.2047,0.3563,0.7999,TRUE,0.1336,0.5098,0.8129,TRUE,-0.1317,0.6342,0.9825,TRUE,-0.1496,0.5719,0.8498,TRUE,0.2598,0.3368,0.5842,_NE
1300010F03Rik,TRUE,-0.1094,0.4777,0.9959,TRUE,-0.04096,0.7125,0.851,TRUE,-0.1301,0.1515,0.5385,TRUE,-0.2421,0.051,0.5271,TRUE,-0.01223,0.9294,0.9779,TRUE,-0.02107,0.8975,0.9959,TRUE,-0.08226,0.6024,0.8645,TRUE,0.2681,0.1019,0.2749,_NE
1300014I06Rik,TRUE,-0.3323,0.2724,0.9959,TRUE,0.1047,0.5896,0.7738,TRUE,0.02452,0.9033,0.9753,TRUE,0.08537,0.7371,0.9383,TRUE,0.1127,0.6165,0.8618,TRUE,-0.004904,0.9859,0.9978,TRUE,0.3758,0.1919,0.5871,TRUE,0.4232,0.1482,0.3525,_NE
1300018I17Rik,TRUE,0.15,0.3338,0.9959,TRUE,-0.3361,0.004379,0.04563,TRUE,0.2922,0.001545,0.04639,TRUE,0.1394,0.2915,0.7585,TRUE,-0.3211,0.01941,0.2417,TRUE,-0.1997,0.295,0.9019,TRUE,0.1934,0.1953,0.5918,TRUE,-0.2078,0.2286,0.4638,_NE
1300018J18Rik,TRUE,-0.03051,0.8768,0.9983,TRUE,0.04426,0.7379,0.867,TRUE,0.01827,0.8947,0.9736,TRUE,0.04162,0.7886,0.9539,TRUE,0.1201,0.4235,0.7667,TRUE,-0.02535,0.8928,0.9957,TRUE,-0.07559,0.6639,0.8922,TRUE,0.1903,0.312,0.5596,_NE
1500001M20Rik,TRUE,-0.2037,0.45,0.9959,TRUE,0.003535,0.985,0.9938,TRUE,-0.1078,0.6221,0.872,TRUE,-0.03867,0.871,0.9751,TRUE,0.02355,0.9151,0.9741,TRUE,-0.07707,0.7942,0.9896,TRUE,0.00626,0.982,0.9963,TRUE,0.1427,0.6064,0.8009,_NE
1500002O20Rik,TRUE,0.3039,0.1102,0.9959,TRUE,-0.4817,0.001619,0.02301,TRUE,0.4126,0.0009493,0.03436,TRUE,0.02638,0.8644,0.9732,TRUE,-0.3626,0.02962,0.2953,TRUE,-0.3065,0.1697,0.8095,TRUE,0.4404,0.02763,0.242,TRUE,-0.09148,0.6109,0.8032,_NE
1500003O03Rik,TRUE,-0.0765,0.6211,0.9959,TRUE,0.1016,0.3416,0.5824,TRUE,0.03195,0.7125,0.9084,TRUE,0.189,0.1082,0.6208,TRUE,0.2125,0.102,0.473,TRUE,-0.005671,0.9709,0.9975,TRUE,-0.09351,0.5141,0.8217,TRUE,-0.06929,0.6346,0.8173,_NE
1500004A13Rik,TRUE,-0.2336,0.1849,0.9959,TRUE,0.08503,0.554,0.7484,TRUE,0.06747,0.5881,0.8584,TRUE,0.08283,0.6326,0.9061,TRUE,-0.07434,0.7159,0.9021,TRUE,0.1662,0.3995,0.9479,TRUE,0.04405,0.8001,0.9448,TRUE,-0.7305,0.0004576,0.003988,_NE
1500009C09Rik,TRUE,0.1097,0.4461,0.9959,TRUE,-0.1973,0.09048,0.2759,TRUE,0.3021,0.004308,0.08734,TRUE,0.1915,0.1347,0.6537,TRUE,-0.009053,0.9479,0.9833,TRUE,-0.0421,0.8136,0.9899,TRUE,0.2124,0.2005,0.597,TRUE,-0.2974,0.09361,0.2594,_NE
1500009L16Rik,TRUE,-0.05952,0.8039,0.9964,TRUE,-0.08873,0.6071,0.7866,TRUE,0.1349,0.4601,0.7954,TRUE,0.1118,0.6296,0.9051,TRUE,0.3313,0.1291,0.5151,TRUE,-0.3005,0.242,0.8808,TRUE,-0.06818,0.7706,0.9334,TRUE,-0.2418,0.3653,0.6103,N
1500010J02Rik,TRUE,-0.03413,0.8337,0.9983,TRUE,-0.1715,0.1569,0.3777,TRUE,0.04487,0.65,0.8829,TRUE,0.05663,0.6551,0.9133,TRUE,0.0572,0.6636,0.882,TRUE,-0.13,0.4689,0.9667,TRUE,0.1241,0.403,0.7597,TRUE,0.1572,0.36,0.6056,_NE
1500011B03Rik,TRUE,0.06387,0.6474,0.9959,TRUE,-0.01964,0.8518,0.9308,TRUE,0.1667,0.09734,0.4509,TRUE,0.2216,0.07828,0.5921,TRUE,0.1581,0.2604,0.6525,TRUE,-0.09711,0.584,0.9788,TRUE,-0.02374,0.8662,0.9644,TRUE,-0.2128,0.2236,0.4579,_NE
1500011H22Rik,TRUE,-0.04561,0.7679,0.9959,TRUE,0.06376,0.5745,0.7643,TRUE,-0.02841,0.7979,0.941,TRUE,0.09483,0.4756,0.8535,TRUE,0.2239,0.1117,0.4886,TRUE,-0.007645,0.9658,0.9975,TRUE,-0.209,0.2099,0.6083,TRUE,-0.07219,0.6909,0.8502,_NE
1500011K16Rik,TRUE,-0.04928,0.8329,0.9983,TRUE,-0.1351,0.4077,0.6404,TRUE,0.3342,0.05972,0.3631,TRUE,0.315,0.1191,0.6361,TRUE,-0.2766,0.1642,0.5603,TRUE,-0.06158,0.8129,0.9899,TRUE,0.05185,0.8307,0.9544,TRUE,-0.399,0.09593,0.2644,_NE
1500012F01Rik,TRUE,-0.07185,0.69,0.9959,TRUE,0.2552,0.05976,0.2179,TRUE,0.1338,0.34,0.7166,TRUE,0.254,0.09961,0.6188,TRUE,0.3495,0.05618,0.3866,TRUE,0.07268,0.721,0.986,TRUE,-0.2975,0.1157,0.4782,TRUE,0.5547,0.0121,0.05748,_NE
1500015A07Rik,TRUE,0.1526,0.6188,0.9959,TRUE,0.2196,0.3157,0.5589,TRUE,-0.4595,0.05209,0.3418,TRUE,-0.3446,0.2122,0.7126,TRUE,-0.1399,0.5967,0.853,TRUE,-0.0473,0.8839,0.9948,TRUE,-0.08773,0.7763,0.9354,TRUE,0.626,0.03678,0.1334,_NE
1500015O10Rik,TRUE,1.162,0.1472,0.9959,TRUE,1.267,0.03182,0.1527,TRUE,-0.6706,0.3519,0.7255,TRUE,-2.592,0.0001727,0.0348,TRUE,-1.081,0.08488,0.4453,TRUE,-0.06627,0.9385,0.9975,TRUE,-1.482,0.01326,0.1695,TRUE,2.252,0.002653,0.01721,_NE
1500031L02Rik,TRUE,-0.05566,0.7083,0.9959,TRUE,0.2559,0.02535,0.1326,TRUE,0.021,0.8318,0.954,TRUE,0.302,0.02504,0.4378,TRUE,0.3235,0.03169,0.307,TRUE,0.08972,0.6057,0.9825,TRUE,0.009365,0.9526,0.9877,TRUE,-0.2198,0.2335,0.4699,_NE
1500032L24Rik,TRUE,0.2436,0.113,0.9959,TRUE,-0.1388,0.284,0.5275,TRUE,0.2727,0.01004,0.1461,TRUE,0.1774,0.2352,0.7252,TRUE,-0.1022,0.5367,0.8268,TRUE,-0.0524,0.7809,0.9896,TRUE,0.1474,0.3851,0.7494,TRUE,-0.0719,0.6867,0.8482,_NE
1520402A15Rik,TRUE,0.1285,0.6058,0.9959,TRUE,-0.2913,0.09974,0.2905,TRUE,-0.09996,0.6419,0.8806,TRUE,-0.2194,0.2864,0.7546,TRUE,-0.287,0.1537,0.5467,TRUE,-0.3057,0.248,0.8824,TRUE,0.0331,0.8834,0.9687,TRUE,-0.3798,0.1558,0.3642,_NE
1600002H07Rik,TRUE,0.08144,0.7583,0.9959,TRUE,-0.1745,0.3273,0.5709,TRUE,0.0104,0.9562,0.9888,TRUE,0.1194,0.5943,0.8926,TRUE,-0.04583,0.8435,0.9517,TRUE,-0.2073,0.461,0.9653,TRUE,-0.001602,0.9944,0.9986,TRUE,0.2381,0.3444,0.5921,_NE
1600002K03Rik,TRUE,0.394,0.2554,0.9959,TRUE,0.519,0.05876,0.216,TRUE,-0.1676,0.5962,0.8611,TRUE,-0.07931,0.7996,0.9566,TRUE,-0.03797,0.9053,0.9718,TRUE,0.3281,0.3864,0.9415,TRUE,0.2233,0.5388,0.8346,TRUE,0.4235,0.267,0.5092,_NE
1600012F09Rik,TRUE,-0.09583,0.6302,0.9959,TRUE,0.2616,0.07288,0.2448,TRUE,-0.07678,0.6282,0.8745,TRUE,-0.2068,0.2757,0.7491,TRUE,-0.06416,0.7224,0.9056,TRUE,0.258,0.3124,0.9104,TRUE,0.08787,0.7059,0.9116,TRUE,-0.2456,0.354,0.6002,_NE
1600012H06Rik,TRUE,0.0443,0.8176,0.9983,TRUE,-0.03417,0.7975,0.9026,TRUE,-0.119,0.426,0.7741,TRUE,-0.04769,0.7815,0.9515,TRUE,0.05438,0.7511,0.9189,TRUE,-0.04439,0.8454,0.9927,TRUE,-0.2437,0.185,0.5792,TRUE,0.3249,0.1258,0.3163,_NE
1600014C10Rik,TRUE,-0.1012,0.5307,0.9959,TRUE,-0.01075,0.9281,0.9707,TRUE,0.06175,0.5791,0.8541,TRUE,0.1624,0.2576,0.7365,TRUE,0.2375,0.09683,0.4625,TRUE,0.08161,0.647,0.9825,TRUE,-0.01828,0.9102,0.9762,TRUE,0.152,0.4017,0.6447,_NE
1600020E01Rik,TRUE,0.09711,0.729,0.9959,TRUE,0.0548,0.7908,0.8981,TRUE,-0.1542,0.527,0.831,TRUE,-0.1071,0.6859,0.9235,TRUE,0.06173,0.8012,0.9354,TRUE,0.1254,0.698,0.9825,TRUE,-0.1288,0.6533,0.8867,TRUE,0.4214,0.1526,0.3592,_NE
1600021P15Rik,TRUE,0.2066,0.229,0.9959,TRUE,0.2347,0.07088,0.2411,TRUE,-0.1119,0.3544,0.7275,TRUE,-0.01218,0.94,0.9892,TRUE,0.09618,0.6,0.8545,TRUE,-0.1582,0.4491,0.9653,TRUE,0.01902,0.912,0.9768,TRUE,-0.4186,0.03069,0.1169,_NE
1600027N09Rik,TRUE,0.1749,0.4503,0.9959,TRUE,-0.1011,0.5287,0.7325,TRUE,0.03435,0.8399,0.957,TRUE,-0.07697,0.6847,0.9234,TRUE,-0.3013,0.1263,0.5112,TRUE,-2.206E-05,0.9999,1,TRUE,0.522,0.02584,0.2339,TRUE,0.09334,0.7003,0.8543,_NE
1600029O15Rik,TRUE,-0.6203,0.09971,0.9959,TRUE,-0.336,0.1905,0.4208,TRUE,0.346,0.3013,0.6888,TRUE,-0.2676,0.4147,0.8286,TRUE,0.1819,0.5351,0.8266,TRUE,-0.2847,0.5597,0.9788,TRUE,-0.5211,0.1614,0.5472,TRUE,-0.09358,0.8186,0.9189,N
1700001L05Rik,TRUE,-0.3254,0.2417,0.9959,TRUE,-0.3151,0.07974,0.2582,TRUE,-0.09716,0.6349,0.8777,TRUE,-0.3644,0.1064,0.6208,TRUE,0.0483,0.813,0.94,TRUE,-0.5201,0.06615,0.6026,TRUE,-0.6243,0.01088,0.1513,TRUE,-0.08245,0.7806,0.8983,_NE
1700001L19Rik,TRUE,0.1314,0.7105,0.9959,TRUE,-0.2881,0.2477,0.4885,TRUE,0.002856,0.9913,0.9989,TRUE,0.005971,0.9803,0.9962,TRUE,0.4601,0.09366,0.4581,TRUE,-0.5225,0.1222,0.7556,TRUE,-0.2432,0.3727,0.7409,TRUE,-1.539,1.171E-05,0.0001652,_NE
1700001O22Rik,TRUE,0.2253,0.4909,0.9959,TRUE,-0.3199,0.327,0.5706,TRUE,-0.0153,0.9533,0.9881,TRUE,-0.07578,0.8031,0.9582,TRUE,-0.5044,0.08699,0.4507,TRUE,-0.2346,0.5585,0.9788,TRUE,0.3114,0.4112,0.7654,TRUE,-0.1358,0.6791,0.8441,_NE
1700003E16Rik,TRUE,0.503,0.05039,0.9959,TRUE,-0.6387,0.001091,0.01716,TRUE,0.4562,0.01019,0.1472,TRUE,0.05515,0.7514,0.9431,TRUE,-0.4303,0.01378,0.2061,TRUE,-0.3001,0.2865,0.9,TRUE,0.5711,0.01415,0.1757,TRUE,-0.9384,0.0001796,0.001806,_NE
1700003M02Rik,TRUE,0.1259,0.8361,0.9983,TRUE,-0.3945,0.3283,0.5721,TRUE,0.1831,0.7435,0.9196,TRUE,-1.236,0.02432,0.4322,TRUE,-0.1,0.8181,0.9424,TRUE,-0.143,0.79,0.9896,TRUE,-0.7773,0.1458,0.5273,TRUE,-0.04153,0.9444,0.9767,_NE
1700003M07Rik,TRUE,0.07151,0.7137,0.9959,TRUE,0.07751,0.5587,0.7518,TRUE,0.1947,0.1824,0.5755,TRUE,0.2299,0.1558,0.6733,TRUE,0.1666,0.337,0.7099,TRUE,0.01606,0.9431,0.9975,TRUE,-0.1032,0.6198,0.8719,TRUE,-0.08515,0.69,0.8495,AS
1700007K13Rik,TRUE,1.046,0.0362,0.9908,TRUE,-0.1785,0.6423,0.8091,TRUE,-0.7545,0.03715,0.2864,TRUE,-0.8028,0.04494,0.5115,TRUE,-0.5073,0.147,0.5391,TRUE,0.004391,0.9924,0.9982,TRUE,-0.2755,0.5687,0.8488,TRUE,-0.06957,0.8792,0.9479,AS
1700008J07Rik,TRUE,-0.06868,0.8581,0.9983,TRUE,-0.1321,0.6364,0.805,TRUE,0.1146,0.7142,0.9091,TRUE,-0.3979,0.256,0.7359,TRUE,-0.09755,0.7947,0.9327,TRUE,-0.148,0.7322,0.9862,TRUE,-0.09823,0.8083,0.9474,TRUE,0.4564,0.2524,0.4931,_NE
1700009P17Rik,TRUE,0.312,0.4832,0.9959,TRUE,0.01488,0.9679,0.9866,TRUE,-0.5101,0.1442,0.5278,TRUE,-1.095,0.03784,0.4934,TRUE,-0.3132,0.3764,0.7356,TRUE,-0.05584,0.8971,0.9957,TRUE,-0.3757,0.3851,0.7494,TRUE,1.012,0.02591,0.1037,_NE
1700010I14Rik,TRUE,0.1928,0.6811,0.9959,TRUE,-0.132,0.7081,0.8488,TRUE,0.3566,0.3968,0.7562,TRUE,0.3329,0.4037,0.8231,TRUE,0.4042,0.311,0.6914,TRUE,0.1081,0.8119,0.9896,TRUE,-0.5944,0.2126,0.6122,TRUE,0.479,0.2537,0.4944,_NE
1700011J10Rik,TRUE,-0.01837,0.9437,0.9991,TRUE,0.01236,0.9473,0.9793,TRUE,0.006069,0.9769,0.9957,TRUE,0.05627,0.818,0.9615,TRUE,0.2603,0.235,0.6335,TRUE,-0.3845,0.1691,0.8091,TRUE,-0.4333,0.09211,0.4337,TRUE,0.3504,0.202,0.4298,_NE
1700012A16Rik,TRUE,-0.155,0.6755,0.9959,TRUE,0.1858,0.575,0.7645,TRUE,0.1309,0.6659,0.889,TRUE,-0.5113,0.1199,0.6369,TRUE,-0.08172,0.7889,0.931,TRUE,-0.4604,0.2293,0.8706,TRUE,-0.217,0.5865,0.856,TRUE,0.4128,0.2997,0.5481,_NE
1700012B15Rik,TRUE,0.2407,0.3386,0.9959,TRUE,-0.4005,0.04011,0.1728,TRUE,0.03218,0.8599,0.9628,TRUE,-0.1675,0.417,0.8292,TRUE,-0.2996,0.1486,0.5402,TRUE,0.003665,0.9899,0.9978,TRUE,0.4196,0.07695,0.3992,TRUE,-0.1345,0.5919,0.7912,_NE
1700013F07Rik,TRUE,-0.03794,0.9292,0.9991,TRUE,0.5544,0.08607,0.2691,TRUE,-0.431,0.2353,0.6296,TRUE,-0.3686,0.347,0.7955,TRUE,0.06302,0.856,0.9564,TRUE,-0.3404,0.5245,0.9765,TRUE,-0.3259,0.4832,0.8072,TRUE,0.2149,0.6262,0.8133,_NE
1700013G23Rik,TRUE,0.6153,0.3076,0.9959,TRUE,0.5295,0.3692,0.6065,TRUE,-0.05048,0.9368,0.984,TRUE,0.5169,0.3778,0.8112,TRUE,0.1604,0.7741,0.9259,TRUE,0.3954,0.4981,0.9728,TRUE,0.1558,0.8236,0.9514,TRUE,1.27,0.05029,0.1676,_NE
1700016K19Rik,TRUE,0.4655,0.3756,0.9959,TRUE,0.02324,0.9529,0.9811,TRUE,0.1942,0.6971,0.9015,TRUE,-0.2288,0.6386,0.9082,TRUE,-0.7538,0.06316,0.4015,TRUE,-0.09656,0.8596,0.9928,TRUE,-0.8607,0.202,0.598,TRUE,-0.7948,0.1389,0.3381,_NE
1700017B05Rik,TRUE,-0.1572,0.4451,0.9959,TRUE,-0.364,0.01978,0.1158,TRUE,0.4978,0.0006475,0.02804,TRUE,0.2042,0.2272,0.7208,TRUE,-0.2118,0.234,0.633,TRUE,-0.2313,0.2999,0.9038,TRUE,0.1451,0.4301,0.7793,TRUE,0.107,0.5679,0.7735,MG
1700019D03Rik,TRUE,-0.1323,0.7286,0.9959,TRUE,-0.07067,0.8083,0.9085,TRUE,0.1981,0.5175,0.8259,TRUE,0.4195,0.2078,0.7102,TRUE,0.3893,0.2277,0.6272,TRUE,0.2725,0.5183,0.9764,TRUE,-0.4276,0.2793,0.6696,TRUE,0.02142,0.9558,0.9827,_NE
1700019E19Rik,TRUE,0.3004,0.2558,0.9959,TRUE,0.04158,0.8558,0.9331,TRUE,-0.1682,0.4273,0.7745,TRUE,-0.2814,0.2789,0.7514,TRUE,0.007812,0.9717,0.9906,TRUE,0.2872,0.3186,0.9136,TRUE,0.145,0.5978,0.8618,TRUE,0.2441,0.3978,0.6416,_NE
1700019G17Rik,TRUE,0.1551,0.4348,0.9959,TRUE,0.3069,0.07016,0.2399,TRUE,-0.1832,0.227,0.6215,TRUE,-0.1616,0.3912,0.8188,TRUE,0.265,0.1132,0.49,TRUE,0.3577,0.1535,0.7934,TRUE,0.3001,0.1251,0.4942,TRUE,-0.1043,0.6359,0.818,AS
1700019L03Rik,TRUE,0.364,0.4958,0.9959,TRUE,-0.07862,0.8491,0.9293,TRUE,0.1584,0.7405,0.9191,TRUE,-1.115,0.0355,0.4922,TRUE,-0.7336,0.1194,0.5016,TRUE,-0.09079,0.8739,0.9936,TRUE,-0.7242,0.2628,0.6599,TRUE,0.06465,0.8998,0.9582,_NE
1700019N12Rik,TRUE,0.3717,0.4409,0.9959,TRUE,0.08518,0.7852,0.8952,TRUE,0.4494,0.08087,0.414,TRUE,0.1683,0.5695,0.883,TRUE,-0.1108,0.6853,0.8907,TRUE,-0.2724,0.4616,0.9653,TRUE,0.07391,0.8155,0.9487,TRUE,-0.9411,0.003374,0.02084,_NE
1700020D05Rik,TRUE,-0.2813,0.5329,0.9959,TRUE,-0.2436,0.5405,0.7393,TRUE,0.5544,0.122,0.4926,TRUE,-0.4898,0.3052,0.7687,TRUE,-0.372,0.3044,0.6873,TRUE,0.1751,0.6624,0.9825,TRUE,0.7095,0.09109,0.4316,TRUE,-1.053,0.01677,0.07434,_NE
1700020I14Rik,TRUE,-0.3302,0.09606,0.9959,TRUE,-0.239,0.3825,0.6196,TRUE,-0.2855,0.1197,0.4898,TRUE,-0.4795,0.1475,0.6652,TRUE,-0.4317,0.01876,0.2376,TRUE,-0.2455,0.3992,0.9479,TRUE,0.2654,0.3741,0.7417,TRUE,-1.562,4.028E-12,1.687E-10,_NE
1700020O03Rik,TRUE,-0.1239,0.4541,0.9959,TRUE,0.02425,0.8255,0.9175,TRUE,0.07566,0.4828,0.808,TRUE,-0.02046,0.8729,0.9756,TRUE,0.03556,0.7937,0.9327,TRUE,0.02256,0.8947,0.9957,TRUE,0.06115,0.7006,0.9096,TRUE,-0.01694,0.9234,0.9674,_NE
1700021C14Rik,TRUE,0.1099,0.8165,0.998,TRUE,-0.07211,0.8268,0.9182,TRUE,-0.05225,0.901,0.9746,TRUE,0.5443,0.1915,0.7074,TRUE,0.2258,0.5704,0.8431,TRUE,-0.3587,0.4467,0.965,TRUE,0.03031,0.9448,0.9847,TRUE,0.5265,0.236,0.4732,_NE
1700021F05Rik,TRUE,0.1254,0.5768,0.9959,TRUE,0.1652,0.2553,0.4966,TRUE,0.01477,0.9278,0.9824,TRUE,0.1627,0.4194,0.8304,TRUE,0.193,0.3055,0.6879,TRUE,0.218,0.3575,0.9333,TRUE,0.09381,0.6413,0.8811,TRUE,0.01978,0.938,0.9739,_NE
1700021K19Rik,TRUE,0.117,0.4071,0.9959,TRUE,-0.05815,0.5925,0.7754,TRUE,0.02809,0.7431,0.9196,TRUE,0.05123,0.6468,0.9105,TRUE,-0.08158,0.5169,0.8172,TRUE,-0.06158,0.7127,0.986,TRUE,0.1882,0.1897,0.5855,TRUE,-0.2677,0.08725,0.2473,_NE
1700023F06Rik,TRUE,0.5649,0.2145,0.9959,TRUE,-0.1519,0.6386,0.8062,TRUE,-0.09839,0.7688,0.9282,TRUE,-0.1351,0.714,0.9295,TRUE,-0.6862,0.1077,0.4827,TRUE,-0.5124,0.3057,0.9067,TRUE,-0.03666,0.9376,0.9834,TRUE,-0.3568,0.4193,0.659,_NE
1700024P16Rik,TRUE,-0.4944,0.3846,0.9959,TRUE,-0.2712,0.3273,0.5709,TRUE,0.03906,0.8992,0.9744,TRUE,0.03442,0.91,0.9846,TRUE,0.312,0.2468,0.641,TRUE,-0.2878,0.4252,0.9575,TRUE,-0.8024,0.0131,0.1682,TRUE,-0.5596,0.101,0.2733,_NE
1700025G04Rik,TRUE,-0.1882,0.1829,0.9959,TRUE,0.06263,0.6361,0.805,TRUE,0.1506,0.1165,0.4845,TRUE,-0.07491,0.4965,0.8611,TRUE,0.114,0.3888,0.7436,TRUE,-0.04777,0.7535,0.9886,TRUE,-0.126,0.3638,0.7375,TRUE,-0.48,0.001267,0.009387,_NE
1700025K23Rik,TRUE,-0.05002,0.8502,0.9983,TRUE,0.01259,0.9506,0.9802,TRUE,-0.01679,0.941,0.9851,TRUE,-0.234,0.3494,0.7974,TRUE,0.3652,0.1247,0.5086,TRUE,-0.2329,0.4787,0.9704,TRUE,-0.139,0.6277,0.8752,TRUE,0.3506,0.2304,0.4663,_NE
1700026D08Rik,TRUE,0.3266,0.4957,0.9959,TRUE,-0.2023,0.6156,0.7917,TRUE,-0.3774,0.3348,0.714,TRUE,-0.4896,0.3177,0.776,TRUE,-0.2684,0.4981,0.8061,TRUE,0.3127,0.5472,0.9788,TRUE,-0.8337,0.07591,0.3974,TRUE,-0.2165,0.6801,0.8443,_NE
1700026J04Rik,TRUE,0.8679,0.09249,0.9959,TRUE,-0.4383,0.4373,0.6644,TRUE,0.2509,0.6223,0.8722,TRUE,-0.6309,0.1921,0.7075,TRUE,-0.3293,0.5444,0.8312,TRUE,0.6363,0.2584,0.8862,TRUE,-0.09921,0.8649,0.9644,TRUE,-0.2315,0.6408,0.8208,_NE
1700027A23Rik,TRUE,0.7158,0.1609,0.9959,TRUE,0.45,0.3219,0.5651,TRUE,-0.5344,0.2533,0.6471,TRUE,-1.451,0.01434,0.3503,TRUE,-0.2449,0.6446,0.874,TRUE,-0.4189,0.482,0.9716,TRUE,-0.7852,0.2281,0.6249,TRUE,0.08803,0.9105,0.9627,_NE
1700028J19Rik,TRUE,-0.2052,0.6256,0.9959,TRUE,-0.1495,0.6872,0.835,TRUE,0.9523,0.02186,0.2171,TRUE,0.1778,0.6496,0.911,TRUE,-0.2959,0.4417,0.7759,TRUE,-0.4763,0.3931,0.9454,TRUE,0.2113,0.6718,0.8963,TRUE,-0.03883,0.93,0.9704,_NE
1700028K03Rik,TRUE,0.01823,0.9698,0.9991,TRUE,0.5231,0.1532,0.3725,TRUE,0.1698,0.6509,0.8835,TRUE,0.563,0.1915,0.7074,TRUE,0.5015,0.2587,0.6513,TRUE,0.778,0.1172,0.7451,TRUE,-0.1418,0.7826,0.9372,TRUE,0.1553,0.768,0.8924,_NE
1700028P14Rik,TRUE,0.07603,0.876,0.9983,TRUE,0.4875,0.1442,0.3602,TRUE,-0.4487,0.2048,0.6015,TRUE,-0.6877,0.1055,0.6208,TRUE,0.2523,0.528,0.8228,TRUE,0.09615,0.8478,0.9927,TRUE,-0.7646,0.1069,0.4596,TRUE,-0.04504,0.9212,0.9669,_NE
